"collection","item_name","item_slug","field_name","original_webflow_url","current_local_filename","suggested_local_path","status","notes"
"Dog Breeds","Carolina Dog","carolina-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a31dda8f8548f856a87099_A_photograph_of_a_Carolina_Dog_shows_it_sitting.avif","","/public/images/dog-breeds/dog-breed-carolina-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Catahoula Leopard Dog","catahoula-leopard-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a31ecd11b88c2f988001e1_catahoula-leopard-dog.avif","","/public/images/dog-breeds/dog-breed-catahoula-leopard-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Caucasian Shepherd Dog","caucasian-shepherd-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a321c248feceedda001904_A_photograph_captures_a_Caucasian_Shepherd_Dog.avif","","/public/images/dog-breeds/dog-breed-caucasian-shepherd-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cavalier King Charles Spaniel","cavalier-king-charles-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884da9e80f97c11de29b7a2_cavalier-king-charles-spaniel-dog-breed-sitting-on-trail.avif","","/public/images/dog-breeds/dog-breed-cavalier-king-charles-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cavapoo","cavapoo","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b4756393cda2081308ed_cavapoo-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-cavapoo-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Central Asian Shepherd Dog","central-asian-shepherd-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a323998e2d047bf991b4df_A_photograph_of_a_large_Central_Asian_Shepherd_Dog.avif","","/public/images/dog-breeds/dog-breed-central-asian-shepherd-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cesky Terrier","cesky-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a3249c388a9e2318f373a8_A_photograph_captures_a_Cesky_Terrier_sitting.avif","","/public/images/dog-breeds/dog-breed-cesky-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chesapeake Bay Retriever","chesapeake-bay-retriever","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a34d92248a852f02486ecb_A_photograph_captures_a_Chesapeake_Bay_Retriever.avif","","/public/images/dog-breeds/dog-breed-chesapeake-bay-retriever-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chihuahua","chihuahua","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a385eaa04199338ec9ce8d_chihuahua-dog-sitting-grass.avif","","/public/images/dog-breeds/dog-breed-chihuahua-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chinese Crested","chinese-crested","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a35b207d2de8037911ea16_A_photograph_captures_a_Chinese_Crested_dog.avif","","/public/images/dog-breeds/dog-breed-chinese-crested-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chinese Shar-Pei","chinese-shar-pei","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38678d486cd0ad4d7c6cf_shar-pei-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-chinese-shar-pei-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chinook","chinook","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38753985f30838eaafe40_A_photograph_captures_a_fawn-colored%2C_medium_to_large-sized_Chinook_dog.avif","","/public/images/dog-breeds/dog-breed-chinook-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chiweenie","chiweenie","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b896b1c0636b7498a090_pomchi-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-chiweenie-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Chow Chow","chow-chow","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38900799fd5937c169bc7_chow-chow-dog-sitting-portrait.avif","","/public/images/dog-breeds/dog-breed-chow-chow-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cirneco dell’Etna","cirneco-delletna","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a389c29ebcea565d7678de_cirneco-dell-etna-dog-forest-trail.avif","","/public/images/dog-breeds/dog-breed-cirneco-delletna-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Clumber Spaniel","clumber-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38afaa8c6ac1135bee82b_clumber-spaniel-dog-photo.avif","","/public/images/dog-breeds/dog-breed-clumber-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cockapoo","cockapoo","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b4a9e19cbed5e061653b_cockapoo-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-cockapoo-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Cocker Spaniel","cocker-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38d38d8e199d089fcd0a0_english-cocker-spaniel-dog-sitting-forest-path.avif","","/public/images/dog-breeds/dog-breed-cocker-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Collie","collie","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38b731ed82645f5221168_collie-dog-sitting-outdoors.avif","","/public/images/dog-breeds/dog-breed-collie-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Coton de Tulear","coton-de-tulear","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38db09d21b672b5abf04d_coton-de-tulear-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-coton-de-tulear-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Croatian Sheepdog","croatian-sheepdog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38e50334daa7b822e569d_croatian-sheepdog-dog-breed-photo.avif","","/public/images/dog-breeds/dog-breed-croatian-sheepdog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Curly-Coated Retriever","curly-coated-retriever","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38fd24cdd7e48b5736c2e_curly-coated-retriever-dog-photo.avif","","/public/images/dog-breeds/dog-breed-curly-coated-retriever-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Czechoslovakian Vlcak","czechoslovakian-vlcak","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a398074c15677359b71396_czechoslovakian-vlcak-dog-photo.avif","","/public/images/dog-breeds/dog-breed-czechoslovakian-vlcak-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dachshund","dachshund","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884d54a40ff0915c90d4a9b_dachshund-dog-breed-sitting-on-woodland-path.avif","","/public/images/dog-breeds/dog-breed-dachshund-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dalmatian","dalmatian","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884e154617c539ba878ce67_dalmatian-dog-breed-sitting-on-forest-path.avif","","/public/images/dog-breeds/dog-breed-dalmatian-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dandie Dinmont Terrier","dandie-dinmont-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a396f167ecd50520e4e3ed_dandie-dinmont-terrier.avif","","/public/images/dog-breeds/dog-breed-dandie-dinmont-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Danish-Swedish Farmdog","danish-swedish-farmdog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a39dde81923d98ff06afa9_danish-swedish-farmdog.avif","","/public/images/dog-breeds/dog-breed-danish-swedish-farmdog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Deutscher Wachtelhund","deutscher-wachtelhund","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a47c4e5bfc1ea5101dbb76_deutscher-wachtelhund-dog-sitting-outdoors.avif","","/public/images/dog-breeds/dog-breed-deutscher-wachtelhund-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Doberman Pinscher","doberman-pinscher","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884d8b6d80ad45f0e54e3f6_doberman-pinscher-dog-breed-sitting-on-forest-trail.avif","","/public/images/dog-breeds/dog-breed-doberman-pinscher-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dogo Argentino","dogo-argentino","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a47c77ea9c58f8e66ec003_dogo-argentino-dog-breed.avif","","/public/images/dog-breeds/dog-breed-dogo-argentino-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dogue de Bordeaux","dogue-de-bordeaux","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a47ca678244df552faed40_dogue-de-bordeaux-dog-breed.avif","","/public/images/dog-breeds/dog-breed-dogue-de-bordeaux-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Drentsche Patrijshond","drentsche-patrijshond","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a47ccdbdcb5056e8594b02_drentsche-patrijshond-dog-breed.avif","","/public/images/dog-breeds/dog-breed-drentsche-patrijshond-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Dutch Shepherd","dutch-shepherd","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a488b9c88ba2635251e3ea_A_photograph_features_a_Dutch_Shepherd_dog_sitting.avif","","/public/images/dog-breeds/dog-breed-dutch-shepherd-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","English Cocker Spaniel","english-cocker-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a4826b129056815dcc7901_english-cocker-spaniel-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-english-cocker-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","English Foxhound","english-foxhound","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884e496f8b26108b15a6027_english-foxhound-dog-breed-standing-on-forest-trail.avif","","/public/images/dog-breeds/dog-breed-english-foxhound-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","English Setter","english-setter","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a484a8001f99d283940271_english-setter-dog-breed-photo.avif","","/public/images/dog-breeds/dog-breed-english-setter-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","English Springer Spaniel","english-springer-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48a2c228d09fcf4f5b05f_A_high-resolution_digital_photograph_taken_during.avif","","/public/images/dog-breeds/dog-breed-english-springer-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","English Toy Spaniel","english-toy-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a4899325eed6677dfb259b_A_photograph_captures_an_English_Toy_Spaniel.avif","","/public/images/dog-breeds/dog-breed-english-toy-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Entlebucher Mountain Dog","entlebucher-mountain-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48b42f14a337e11559781_A_high-resolution_photograph_captures_an_Entlebucher_Mountain_Dog.avif","","/public/images/dog-breeds/dog-breed-entlebucher-mountain-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Estrela Mountain Dog","estrela-mountain-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48c83d748556b667076c8_estrela-mountain-dog.avif","","/public/images/dog-breeds/dog-breed-estrela-mountain-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Eurasier","eurasier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48e05d4109a61e8dff156_Eurasian-dog.avif","","/public/images/dog-breeds/dog-breed-eurasier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Field Spaniel","field-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48e96f3b215e9cd8b95c6_field-spaniel.avif","","/public/images/dog-breeds/dog-breed-field-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Finnish Lapphund","finnish-lapphund","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48f8c33342d4019adcbae_finnish-lapphund-dog.avif","","/public/images/dog-breeds/dog-breed-finnish-lapphund-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Finnish Spitz","finnish-spitz","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a4908f94d926349efd0ea5_finnish-spitz-dog-breed.avif","","/public/images/dog-breeds/dog-breed-finnish-spitz-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Flat-Coated Retriever","flat-coated-retriever","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a491b830eb32db3a51b99c_flat-coated-retriever.avif","","/public/images/dog-breeds/dog-breed-flat-coated-retriever-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","French Bulldog","french-bulldog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68843a5c6dec5df6f8295fe4_french-bulldog-dog-breed-standing-outdoors.avif","","/public/images/dog-breeds/dog-breed-french-bulldog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","French Bulldog","french-bulldog","Grooming","https://youtu.be/ZgkxfhtYPD8?si=8xbnB7cli8xRRp60","","/public/images/dog-breeds/dog-breed-french-bulldog-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","French Bulldog","french-bulldog","Grooming","https://www.youtube.com/embed/ZgkxfhtYPD8","","/public/images/dog-breeds/dog-breed-french-bulldog-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Gerberian Shepsky","gerberian-shepsky","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b5d5ccf2d263b1339493_gerberian-shepsky-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-gerberian-shepsky-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Longhaired Pointer","german-longhaired-pointer","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a494282552f634438a4b32_A_photograph_captures_a_German_Longhaired_Pointer.jpg","","/public/images/dog-breeds/dog-breed-german-longhaired-pointer-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Pinscher","german-pinscher","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a4933d9925b142d2891664_german-pinscher.avif","","/public/images/dog-breeds/dog-breed-german-pinscher-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Shepherd","german-shepherd","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68843d7e7d8dbf98a2ca7c34_german-shepherd-dog-breed-sitting-outdoors.avif","","/public/images/dog-breeds/dog-breed-german-shepherd-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Shepherd","german-shepherd","Grooming","https://youtu.be/qSrTVfu7OLw?si=6zgIZmECNtmZKf-X","","/public/images/dog-breeds/dog-breed-german-shepherd-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Shepherd","german-shepherd","Grooming","https://www.youtube.com/embed/qSrTVfu7OLw","","/public/images/dog-breeds/dog-breed-german-shepherd-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Shepherd Dog","german-shepherd-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a492ac31c6fb0e959cefdc_german-shepherd-dog.avif","","/public/images/dog-breeds/dog-breed-german-shepherd-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Shorthaired Pointer","german-shorthaired-pointer","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a50de8073e010c1adcc124_german-shorthaired-pointer.jpg","","/public/images/dog-breeds/dog-breed-german-shorthaired-pointer-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Spitz","german-spitz","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a497d4f24dede0d3117103_A_photograph_of_a_German_Spitz_dog_sitting.jpg","","/public/images/dog-breeds/dog-breed-german-spitz-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","German Wirehaired Pointer","german-wirehaired-pointer","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a50e16ea4e83c0f2759c19_german-wirehaired-pointer.jpg","","/public/images/dog-breeds/dog-breed-german-wirehaired-pointer-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Glen of Imaal Terrier","glen-of-imaal-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68b32818aa6715bd702e434e_glen-of-imaal-terrier-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-glen-of-imaal-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Goldador","goldador","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b56ffee16c7f8fd75d6f_goldador-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-goldador-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Golden Retriever","golden-retriever","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884306d6dec5df6f828103c_golden-retriever-dog-breed-closeup-outdoors.avif","","/public/images/dog-breeds/dog-breed-golden-retriever-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Golden Retriever","golden-retriever","Grooming","https://youtu.be/nlXNhHkGgWA?si=4WJ6tOgCI5hVW-ZR","","/public/images/dog-breeds/dog-breed-golden-retriever-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Golden Retriever","golden-retriever","Grooming","https://www.youtube.com/embed/nlXNhHkGgWA","","/public/images/dog-breeds/dog-breed-golden-retriever-image.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Goldendoodle","goldendoodle","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1a0125dd2bac47a0bed4b_goldendoodle-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-goldendoodle-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Great Bernese","great-bernese","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b6b4b502aab36090ce6d_great-bernese-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-great-bernese-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Great Dane","great-dane","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68bc91ec4f1402f28b2130e7_great-dane-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-great-dane-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Greyhound","greyhound","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/688766be50b69e752a654650_greyhound-dog-breed-sitting-on-forest-path.avif","","/public/images/dog-breeds/dog-breed-greyhound-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Havanese","havanese","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68b64e03e42c4e5c38873405_havanese-dog-forest-path.avif","","/public/images/dog-breeds/dog-breed-havanese-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Havapoo (Poovanese)","havapoo-poovanese","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b53a7b6d23ae7eb1fab5_havapoo-poovanese-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-havapoo-poovanese-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Hovawart","hovawart","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68876a918a660fb1c1277267_hovawart-dog-breed-sitting-on-forest-trail.avif","","/public/images/dog-breeds/dog-breed-hovawart-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Husky Collie Mix","husky-collie-mix","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b936773807a49646e3d2_husky-collie-mix-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-husky-collie-mix-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Icelandic Sheepdog","icelandic-sheepdog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71aec653d0122cca8df5b_A_photograph_captures_a_young_Icelandic_Sheepdog.avif","","/public/images/dog-breeds/dog-breed-icelandic-sheepdog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Doodle","irish-doodle","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b385d89f740ad8cafd17_irish-doodle-puppy-forest-trail-leashfree.jpg","","/public/images/dog-breeds/dog-breed-irish-doodle-hero.jpg","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Red and White Setter","irish-red-and-white-setter","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71b4040f755444df5e220_irish-red-and-white-setter-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-irish-red-and-white-setter-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Setter","irish-setter","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6887616be2f92189e3c2ab51_ChatGPT%20Image%20Jul%2028%2C%202025%2C%2007_36_32%20AM.avif","","/public/images/dog-breeds/dog-breed-irish-setter-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Terrier","irish-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71b718d70ef12bb1a4557_irish-terrier-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-irish-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Water Spaniel","irish-water-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71bdfd6fd55fa94cb0cdd_irish-water-spaniel-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-irish-water-spaniel-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Irish Wolfhound","irish-wolfhound","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71c4293d42d91a0101ad9_irish-wolfhound-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-irish-wolfhound-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Italian Greyhound","italian-greyhound","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71c87733f678c7c4a2c08_italian-greyhound-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-italian-greyhound-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Italian Spinone","italian-spinone","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71d7f7151a803421829fe_italian-spinone-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-italian-spinone-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Japanese Chin","japanese-chin","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6887603526c4ff9d6662ba5b_japanese-chin-dog-breed-sitting-on-forest-path.avif","","/public/images/dog-breeds/dog-breed-japanese-chin-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Japanese Spitz","japanese-spitz","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71db3940da77b85ebd2ba_japanese-spitz-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-japanese-spitz-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Japanese Terrier","japanese-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71e00aab5922dce82c1ed_japanese-terrier-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-japanese-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Kai Ken","kai-ken","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71e8c733f678c7c4a5b96_kai-ken-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-kai-ken-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Karelian Bear Dog","karelian-bear-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71efb3a461bbe0cdd6eb0_karelian-bear-dog-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-karelian-bear-dog-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Keeshond","keeshond","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71f42575759266651a827_keeshond-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-keeshond-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Kerry Blue Terrier","kerry-blue-terrier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6884e964758c552e1b381994_kerry-blue-terrier-dog-breed-standing-on-wooded-trail.avif","","/public/images/dog-breeds/dog-breed-kerry-blue-terrier-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","King Shepherd","king-shepherd","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71f90f8a4ebe556e83333_king-shepherd-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-king-shepherd-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Komondor","komondor","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71fdacf005d4f00393a12_komondor-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-komondor-hero.avif","not_started","Prefilled from CMS export URL."
"Dog Breeds","Kooikerhondje","kooikerhondje","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d7202b5f5c5c405f2a15f8_kooikerhondje-forest-trail-portrait-leashfree.avif","","/public/images/dog-breeds/dog-breed-kooikerhondje-hero.avif","not_started","Prefilled from CMS export URL."
